0	63244	63
1	32705	65
2	22262	66
3	16898	67
4	13829	69
5	11707	70
6	10215	72
7	9016	72
8	8068	73
9	7333	74
10	6730	74
11	6214	75
12	5785	76
13	5428	77
14	5145	78
15	4875	79
16	4643	80
17	4403	80
18	4256	82
19	4131	84
20	3985	85
21	3873	87
22	3732	87
23	3636	89
24	3549	91
25	3447	92
26	3344	92
27	3262	93
28	3168	94
29	3071	94
30	2981	95
31	2903	95
32	2825	96
33	2777	97
34	2760	100
35	2711	101
36	2657	102
37	2610	103
38	2677	108
39	2622	109
40	2575	110
41	2521	110
42	2472	111
43	2428	111
44	2406	113
45	2361	113
46	2318	114
47	2274	114
48	2247	115
49	2220	116
50	2193	117
51	2164	118
52	2131	119
53	2096	119
54	2062	120
55	2038	120
56	2009	121
57	1986	122
58	1963	123
59	1939	123
60	1913	124
61	1888	124
62	1867	125
63	1846	126
64	1822	126
65	1798	127
66	1776	127
67	1755	128
68	1738	128
69	1716	129
70	1701	130
71	1692	131
72	1693	133
73	1692	135
74	1684	136
75	1669	137
76	1652	137
77	1645	139
78	1636	140
79	1627	141
80	1614	142
81	1605	143
82	1595	144
83	1586	145
84	1577	146
85	1567	147
86	1553	148
87	1551	149
88	1549	151
89	1597	158
90	1597	159
91	1586	160
92	1574	161
93	1560	161
94	1544	162
95	1529	162
96	1515	162
97	1501	163
98	1490	163
99	1479	164
100	1467	164
101	1456	165
102	1449	166
103	1441	167
104	1431	167
105	1426	169
106	1419	170
107	1408	170
108	1400	171
109	1395	172
110	1389	173
111	1384	174
112	1378	175
113	1371	176
114	1364	177
115	1358	178
116	1352	179
117	1345	180
118	1339	180
119	1334	181
120	1329	183
121	1330	184
122	1327	186
123	1323	187
124	1316	188
125	1308	188
126	1310	190
127	1304	191
128	1297	192
129	1289	192
130	1281	193
131	1273	193
132	1264	194
133	1259	194
134	1254	195
135	1247	196
136	1242	197
137	1237	198
138	1230	198
139	1226	199
140	1223	200
141	1217	201
142	1212	202
143	1206	202
144	1202	203
145	1195	204
146	1191	205
147	1187	206
148	1185	207
149	1180	208
150	1175	209
151	1173	210
152	1171	211
153	1166	212
154	1161	213
155	1155	213
156	1152	214
157	1151	216
158	1148	217
159	1144	217
160	1141	218
161	1135	219
162	1133	220
163	1130	221
164	1124	222
165	1122	223
166	1119	224
167	1116	225
168	1113	226
169	1110	227
170	1108	228
171	1106	229
172	1103	230
173	1098	231
174	1093	231
175	1090	232
176	1087	233
177	1085	235
178	1084	236
179	1081	237
180	1079	238
181	1078	239
182	1076	241
183	1073	242
184	1068	242
185	1064	243
186	1062	244
187	1059	245
188	1056	246
189	1056	247
190	1058	249
191	1056	251
192	1054	252
193	1050	252
194	1048	253
195	1044	254
196	1039	255
197	1042	257
198	1039	258
199	1035	258
200	1033	259
201	1029	260
202	1024	261
203	1021	261
204	1018	262
205	1014	263
206	1009	263
207	1005	264
208	1001	264
209	1001	266
210	999	267
211	995	267
212	992	268
213	990	269
214	987	270
215	983	270
216	979	271
217	974	271
218	973	273
219	971	273
220	968	274
221	965	275
222	978	280
223	980	283
224	979	284
225	991	289
226	999	293
227	997	294
228	997	296
229	996	297
230	996	299
231	996	301
232	1005	305
233	1003	306
234	1001	307
235	998	308
236	995	309
237	993	310
238	990	311
239	988	312
240	985	313
241	983	313
242	982	315
243	979	316
244	977	317
245	974	317
246	973	319
247	971	320
248	969	321
249	967	322
250	966	323
251	962	324
252	960	325
253	958	326
254	956	327
255	954	328
256	952	329
257	950	330
258	948	331
259	945	332
260	945	333
261	943	335
262	942	336
263	940	337
264	940	338
265	937	339
266	934	340
267	931	341
268	930	342
269	927	343
270	926	344
271	924	345
272	923	346
273	924	349
274	924	350
275	922	351
276	920	352
277	920	354
278	919	355
279	918	357
280	916	358
281	915	359
282	912	360
283	910	361
284	909	362
285	907	363
286	904	364
287	904	366
288	902	366
289	901	368
290	898	368
291	897	370
292	895	371
293	894	372
294	893	373
295	891	374
296	889	375
297	888	377
298	886	378
299	884	379
300	882	380
301	880	380
302	877	381
303	875	382
304	873	383
305	872	384
306	870	385
307	869	387
308	867	387
309	866	389
310	864	390
311	862	391
312	860	392
313	858	392
314	855	393
315	852	393
316	849	394
317	848	395
318	846	396
319	844	397
320	842	398
321	840	399
322	837	399
323	836	400
324	833	401
325	832	402
326	829	403
327	828	404
328	825	404
329	823	405
330	821	406
331	820	407
332	818	408
333	816	409
334	814	410
335	813	411
336	811	412
337	809	413
338	807	413
339	805	415
340	804	416
341	802	416
342	800	418
343	798	418
344	797	420
345	796	421
346	795	422
347	794	423
348	792	424
349	790	425
350	787	426
351	786	427
352	784	428
353	783	429
354	782	430
355	780	431
356	779	432
357	778	434
358	776	435
359	774	435
360	772	436
361	770	437
362	769	438
363	768	439
364	767	441
365	766	442
366	764	443
367	761	443
368	759	444
369	757	444
370	756	446
371	754	447
372	754	448
373	753	450
374	751	451
375	750	452
376	749	453
377	748	454
378	747	456
379	746	457
380	745	458
381	743	459
382	743	461
383	741	462
384	739	463
385	737	463
386	735	464
387	733	465
388	733	466
389	731	467
390	730	468
391	728	469
392	726	470
393	724	471
394	723	472
395	721	473
396	720	474
397	718	475
398	716	476
399	715	476
400	713	477
401	711	478
402	710	479
403	708	480
404	707	481
405	706	482
406	704	483
407	702	484
408	701	485
409	699	486
410	698	487
411	696	488
412	696	489
413	694	490
414	693	492
415	692	492
416	690	493
417	689	495
418	687	496
419	686	496
420	684	497
421	682	498
422	680	498
423	679	499
424	677	500
425	675	501
426	673	502
427	672	502
428	670	503
429	669	505
430	668	506
431	666	507
432	665	508
433	664	509
434	666	513
435	664	513
436	663	514
437	661	515
438	659	516
439	657	516
440	656	517
441	654	518
442	653	519
443	653	521
444	651	522
445	649	522
446	647	523
447	645	523
448	643	524
449	641	524
450	639	525
451	638	526
452	637	527
453	635	528
454	634	529
455	632	530
456	630	530
457	628	531
458	626	531
459	625	532
460	623	533
461	622	534
462	620	535
463	618	535
464	617	536
465	617	539
466	617	540
467	616	542
468	615	543
469	613	544
470	612	545
471	611	546
472	610	547
473	608	548
474	607	549
475	605	550
476	604	551
477	602	552
478	601	552
479	599	553
480	598	554
481	597	555
482	595	556
483	594	557
484	593	558
485	591	559
486	590	560
487	588	561
488	586	561
489	584	562
490	585	564
491	583	565
492	581	565
493	579	565
494	577	566
495	576	566
496	574	567
497	572	567
498	570	568
499	568	568
500	566	569
501	565	569
502	563	570
503	561	570
504	559	571
505	558	572
506	557	572
507	555	573
508	554	574
509	552	575
510	551	576
511	549	576
512	548	577
513	546	578
514	545	578
515	543	579
516	542	580
517	541	581
518	539	582
519	538	583
520	537	584
521	535	585
522	534	586
523	534	588
524	532	589
525	532	590
526	530	591
527	529	592
528	529	594
529	527	595
530	526	596
531	525	596
532	523	597
533	522	598
534	521	599
535	519	600
536	518	601
537	517	602
538	515	603
539	514	604
540	513	605
541	512	606
542	511	608
543	510	608
544	510	611
545	509	612
546	508	613
547	506	614
548	505	615
549	504	616
550	502	617
551	501	618
552	500	618
553	499	620
554	498	621
555	497	622
556	495	623
557	494	624
558	493	625
559	491	626
560	490	627
561	489	628
562	488	628
563	486	629
564	485	630
565	484	631
566	482	632
567	481	633
568	480	634
569	479	635
570	477	636
571	476	637
572	475	638
573	474	639
574	473	639
575	471	640
576	470	642
577	469	643
578	468	644
579	467	646
580	466	646
581	465	647
582	463	648
583	462	649
584	461	650
585	460	651
586	460	654
587	459	655
588	458	656
589	460	662
590	458	662
591	457	663
592	455	664
593	454	664
594	452	665
595	451	666
596	450	667
597	448	667
598	447	668
599	446	670
600	445	670
601	444	671
602	443	672
603	441	673
604	440	674
605	439	675
606	437	675
607	436	676
608	435	678
609	434	679
610	432	679
611	431	680
612	429	680
613	428	681
614	427	682
615	426	683
616	424	684
617	423	684
618	421	685
619	420	685
620	419	686
621	418	688
622	416	688
623	415	689
624	414	691
625	413	692
626	412	693
627	411	694
628	410	695
629	409	696
630	407	697
631	406	698
632	405	699
633	404	700
634	403	701
635	402	702
636	401	703
637	399	704
638	398	706
639	397	707
640	396	708
641	395	708
642	394	709
643	392	710
644	391	711
645	390	712
646	390	715
647	388	715
648	387	716
649	386	716
650	384	717
651	383	718
652	382	719
653	381	720
654	380	721
655	379	723
656	377	723
657	376	724
658	375	725
659	374	726
660	372	726
661	371	727
662	370	728
663	369	729
664	368	730
665	367	732
666	367	737
667	366	737
668	365	738
669	364	739
670	363	741
671	362	743
672	361	743
673	360	745
674	359	745
675	357	746
676	356	747
677	355	748
678	354	749
679	353	750
680	351	751
681	350	752
682	349	752
683	348	753
684	349	760
685	348	762
686	347	762
687	346	763
688	345	764
689	343	765
690	342	766
691	341	767
692	340	768
693	339	769
694	337	769
695	336	770
696	335	770
697	333	771
698	332	772
699	331	773
700	330	773
701	328	774
702	327	775
703	326	776
704	325	776
705	323	777
706	322	778
707	321	779
708	320	780
709	319	781
710	317	781
711	316	782
712	315	783
713	314	784
714	313	785
715	311	785
716	310	786
717	309	787
718	308	788
719	306	789
720	306	790
721	305	792
722	303	793
723	302	794
724	301	795
725	300	796
726	299	796
727	298	797
728	296	798
729	295	799
730	294	800
731	293	801
732	292	802
733	290	802
734	289	803
735	288	804
736	287	805
737	286	806
738	285	807
739	284	808
740	283	810
741	282	811
742	281	813
743	280	815
744	279	816
745	278	817
746	277	818
747	275	818
748	274	819
749	273	821
750	272	821
751	271	823
752	270	823
753	269	824
754	268	825
755	266	826
756	265	827
757	264	828
758	263	829
759	262	830
760	260	830
761	259	831
762	258	832
763	257	833
764	256	834
765	255	834
766	254	836
767	252	837
768	251	837
769	250	839
770	249	840
771	248	841
772	247	842
773	246	843
774	245	844
775	244	845
776	243	846
777	242	849
778	241	850
779	240	851
780	239	853
781	238	855
782	237	856
783	236	856
784	235	860
785	235	864
786	234	866
787	233	866
788	232	867
789	230	868
790	229	869
791	228	870
792	227	871
793	226	872
794	225	873
795	224	874
796	223	875
797	221	876
798	220	877
799	219	878
800	218	879
801	217	880
802	216	880
803	214	881
804	213	882
805	212	883
806	211	884
807	210	885
808	209	886
809	208	887
810	207	888
811	206	890
812	205	891
813	203	892
814	202	893
815	201	894
816	200	894
817	199	896
818	198	896
819	197	897
820	195	898
821	194	899
822	193	899
823	192	900
824	191	901
825	190	902
826	188	903
827	188	905
828	187	906
829	185	907
830	184	908
831	183	909
832	182	910
833	181	911
834	180	912
835	179	912
836	177	913
837	176	914
838	175	915
839	174	915
840	173	916
841	172	917
842	171	918
843	169	919
844	168	920
845	167	921
846	166	922
847	165	923
848	164	924
849	163	925
850	162	926
851	161	927
852	160	928
853	158	929
854	157	930
855	156	930
856	155	931
857	154	931
858	153	932
859	152	933
860	150	934
861	149	934
862	148	935
863	147	936
864	146	938
865	145	939
866	144	940
867	143	941
868	142	943
869	141	943
870	139	944
871	138	945
872	137	946
873	136	947
874	135	948
875	134	949
876	133	950
877	132	950
878	131	952
879	129	952
880	128	953
881	127	954
882	126	955
883	125	957
884	124	958
885	123	959
886	122	960
887	121	965
888	120	966
889	119	966
890	118	967
891	117	968
892	116	969
893	115	970
894	113	971
895	112	972
896	111	973
897	110	974
898	109	975
899	108	976
900	107	977
901	106	978
902	105	979
903	104	980
904	102	980
905	101	980
906	100	981
907	99	982
908	98	983
909	97	984
910	96	984
911	95	985
912	93	985
913	92	986
914	91	987
915	90	987
916	89	988
917	88	989
918	87	990
919	86	991
920	85	992
921	84	993
922	82	994
923	81	995
924	80	996
925	79	997
926	78	998
927	77	998
928	76	999
929	75	1000
930	74	1001
931	73	1002
932	72	1003
933	71	1004
934	69	1006
935	68	1007
936	67	1008
937	66	1009
938	65	1010
939	64	1011
940	63	1012
941	62	1013
942	61	1014
943	60	1014
944	59	1015
945	57	1015
946	56	1016
947	55	1017
948	54	1017
949	53	1019
950	52	1020
951	51	1021
952	50	1021
953	49	1022
954	48	1022
955	47	1023
956	46	1023
957	44	1024
958	43	1025
959	42	1025
960	41	1026
961	40	1026
962	39	1026
963	38	1027
964	37	1028
965	36	1029
966	35	1030
967	34	1030
968	33	1031
969	31	1032
970	30	1033
971	29	1034
972	28	1034
973	27	1035
974	26	1035
975	25	1036
976	24	1036
977	23	1038
978	22	1039
979	21	1040
980	20	1041
981	19	1042
982	18	1043
983	16	1044
984	15	1045
985	14	1045
986	13	1046
987	12	1047
988	11	1047
989	10	1048
990	9	1048
991	8	1049
992	7	1050
993	6	1051
994	5	1051
995	4	1052
996	3	1054
997	2	1055
998	1	1057
999	0	1058
